fs_adc_Hz,adc_interval_s,guard_us,window_us,points_required_per_side,points_available_per_side,minimum_topology_margin_us,sampling_geometry_feasible,modelB_worst_extrapolation_bias_percent,modelB_median_kR,residual_50ns_inside_guard,selected,locked_guard_us,locked_window_us,locked_points_per_side,trigger_mode
1100000,9.09090909090909e-07,1,1.5,5,2,4.5,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,1.5,6,2,4.5,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,1.5,8,2,4.5,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2,3,3,4,1,2.25725214893836,1.0008261238393,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2,4,3,4,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2,5,3,4,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2,6,3,4,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2,8,3,4,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2.5,3,3,3.5,1,2.25725214893836,1.0008261238393,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2.5,4,3,3.5,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2.5,5,3,3.5,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2.5,6,3,3.5,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,2.5,8,3,3.5,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,3,3,4,3,1,3.11177111660555,1.00120782288913,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,3,4,4,3,1,3.11177111660555,1.00120782288913,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,3,5,4,3,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,3,6,4,3,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,3,8,4,3,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,4,3,5,2,1,4.12681753375833,1.00166193106764,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,4,4,5,2,1,4.12681753375833,1.00166193106764,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,4,5,5,2,1,4.12681753375833,1.00166193106764,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,4,6,5,2,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,4,8,5,2,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,5,3,6,1,1,5.36635549295713,1.00081827031007,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,5,4,6,1,1,5.36635549295713,1.00081827031007,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,5,5,6,1,1,5.36635549295713,1.00081827031007,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,5,6,6,1,1,5.36635549295713,1.00081827031007,1,0,0.2,2,3,designed_PWM_SOC_burst
1100000,9.09090909090909e-07,1,5,8,6,1,0,NaN,NaN,1,0,0.2,2,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,1.5,3,3,5.3,1,1.18114835606985,1.0001281402637,1,1,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,1.5,4,3,5.3,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,1.5,5,3,5.3,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,1.5,6,3,5.3,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,1.5,8,3,5.3,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2,3,4,4.8,1,1.14787849075409,1.00022873954374,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2,4,4,4.8,1,1.14787849075409,1.00022873954374,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2,5,4,4.8,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2,6,4,4.8,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2,8,4,4.8,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2.5,3,5,4.3,1,1.21821329238462,1.00036331972318,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2.5,4,5,4.3,1,1.21821329238462,1.00036331972318,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2.5,5,5,4.3,1,1.21821329238462,1.00036331972318,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2.5,6,5,4.3,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,2.5,8,5,4.3,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,3,3,5,3.8,1,1.21821329238462,1.00036331972318,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,3,4,5,3.8,1,1.21821329238462,1.00036331972318,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,3,5,5,3.8,1,1.21821329238462,1.00036331972318,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,3,6,5,3.8,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,3,8,5,3.8,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,4,3,7,2.8,1,2.05076763343033,1.00073489200471,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,4,4,7,2.8,1,2.05076763343033,1.00073489200471,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,4,5,7,2.8,1,2.05076763343033,1.00073489200471,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,4,6,7,2.8,1,2.05076763343033,1.00073489200471,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,4,8,7,2.8,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,5,3,9,1.8,1,3.18722454215164,1.0012431734592,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,5,4,9,1.8,1,3.18722454215164,1.0012431734592,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,5,5,9,1.8,1,3.18722454215164,1.0012431734592,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,5,6,9,1.8,1,3.18722454215164,1.0012431734592,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.2,5,8,9,1.8,1,3.18722454215164,1.0012431734592,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,1.5,3,3,5,1,1.1647348850213,1.0002807147954,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,1.5,4,3,5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,1.5,5,3,5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,1.5,6,3,5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,1.5,8,3,5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2,3,4,4.5,1,1.36906619243976,1.00043032637172,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2,4,4,4.5,1,1.36906619243976,1.00043032637172,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2,5,4,4.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2,6,4,4.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2,8,4,4.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2.5,3,5,4,1,1.78078673201031,1.00061393290239,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2.5,4,5,4,1,1.78078673201031,1.00061393290239,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2.5,5,5,4,1,1.78078673201031,1.00061393290239,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2.5,6,5,4,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,2.5,8,5,4,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,3,3,5,3.5,1,1.78078673201031,1.00061393290239,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,3,4,5,3.5,1,1.78078673201031,1.00061393290239,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,3,5,5,3.5,1,1.78078673201031,1.00061393290239,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,3,6,5,3.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,3,8,5,3.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,4,3,7,2.5,1,2.83252998477639,1.00108372474607,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,4,4,7,2.5,1,2.83252998477639,1.00108372474607,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,4,5,7,2.5,1,2.83252998477639,1.00108372474607,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,4,6,7,2.5,1,2.83252998477639,1.00108372474607,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,4,8,7,2.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,5,3,9,1.5,1,4.18784403756775,1.00169040470382,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,5,4,9,1.5,1,4.18784403756775,1.00169040470382,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,5,5,9,1.5,1,4.18784403756775,1.00169040470382,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,5,6,9,1.5,1,4.18784403756775,1.00169040470382,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.5,5,8,9,1.5,1,4.18784403756775,1.00169040470382,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,1.5,3,3,4.7,1,1.4816701759205,1.00048033633381,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,1.5,4,3,4.7,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,1.5,5,3,4.7,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,1.5,6,3,4.7,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,1.5,8,3,4.7,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2,3,4,4.2,1,1.92726505287362,1.00067900711442,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2,4,4,4.2,1,1.92726505287362,1.00067900711442,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2,5,4,4.2,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2,6,4,4.2,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2,8,4,4.2,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2.5,3,5,3.7,1,2.44858424880226,1.00091168664774,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2.5,4,5,3.7,1,2.44858424880226,1.00091168664774,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2.5,5,5,3.7,1,2.44858424880226,1.00091168664774,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2.5,6,5,3.7,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,2.5,8,5,3.7,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,3,3,5,3.2,1,2.44858424880226,1.00091168664774,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,3,4,5,3.2,1,2.44858424880226,1.00091168664774,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,3,5,5,3.2,1,2.44858424880226,1.00091168664774,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,3,6,5,3.2,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,3,8,5,3.2,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,4,3,7,2.2,1,3.71934858620848,1.00147979070354,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,4,4,7,2.2,1,3.71934858620848,1.00147979070354,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,4,5,7,2.2,1,3.71934858620848,1.00147979070354,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,4,6,7,2.2,1,3.71934858620848,1.00147979070354,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,4,8,7,2.2,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,5,3,9,1.2,1,5.3568770462758,1.00084035640402,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,5,4,9,1.2,1,5.3568770462758,1.00084035640402,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,5,5,9,1.2,1,5.3568770462758,1.00084035640402,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,5,6,9,1.2,1,5.3568770462758,1.00084035640402,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,0.8,5,8,9,1.2,1,5.3568770462758,1.00084035640402,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,1.5,3,3,4.5,1,1.83914679058442,1.00063957683505,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,1.5,4,3,4.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,1.5,5,3,4.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,1.5,6,3,4.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,1.5,8,3,4.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2,3,4,4,1,2.35786223898225,1.00087097970643,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2,4,4,4,1,2.35786223898225,1.00087097970643,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2,5,4,4,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2,6,4,4,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2,8,4,4,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2.5,3,5,3.5,1,2.95220098030668,1.00113640038678,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2.5,4,5,3.5,1,2.95220098030668,1.00113640038678,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2.5,5,5,3.5,1,2.95220098030668,1.00113640038678,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2.5,6,5,3.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,2.5,8,5,3.5,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,3,3,5,3,1,2.95220098030668,1.00113640038678,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,3,4,5,3,1,2.95220098030668,1.00113640038678,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,3,5,5,3,1,2.95220098030668,1.00113640038678,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,3,6,5,3,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,3,8,5,3,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,4,3,7,2,1,4.36888518779107,1.00177009717879,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,4,4,7,2,1,4.36888518779107,1.00177009717879,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,4,5,7,2,1,4.36888518779107,1.00177009717879,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,4,6,7,2,1,4.36888518779107,1.00177009717879,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,4,8,7,2,0,NaN,NaN,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,5,3,9,1,1,6.21278539355975,0.998689659546919,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,5,4,9,1,1,6.21278539355975,0.998689659546919,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,5,5,9,1,1,6.21278539355975,0.998689659546919,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,5,6,9,1,1,6.21278539355975,0.998689659546919,1,0,0.2,1.5,3,designed_PWM_SOC_burst
1600000,6.25e-07,1,5,8,9,1,1,6.21278539355975,0.998689659546919,1,0,0.2,1.5,3,designed_PWM_SOC_burst
2000000,5e-07,0.2,1.5,3,4,5.3,1,1.16648253634293,1.00017248429499,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,1.5,4,4,5.3,1,1.16648253634293,1.00017248429499,1,1,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,1.5,5,4,5.3,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,1.5,6,4,5.3,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,1.5,8,4,5.3,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2,3,5,4.8,1,1.13969834167016,1.00026382469907,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2,4,5,4.8,1,1.13969834167016,1.00026382469907,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2,5,5,4.8,1,1.13969834167016,1.00026382469907,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2,6,5,4.8,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2,8,5,4.8,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2.5,3,6,4.3,1,1.24890597568175,1.00037696719329,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2.5,4,6,4.3,1,1.24890597568175,1.00037696719329,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2.5,5,6,4.3,1,1.24890597568175,1.00037696719329,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2.5,6,6,4.3,1,1.24890597568175,1.00037696719329,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,2.5,8,6,4.3,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,3,3,7,3.8,1,1.55153120953785,1.00051193247349,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,3,4,7,3.8,1,1.55153120953785,1.00051193247349,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,3,5,7,3.8,1,1.55153120953785,1.00051193247349,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,3,6,7,3.8,1,1.55153120953785,1.00051193247349,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,3,8,7,3.8,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,4,3,9,2.8,1,2.30278165119406,1.00084741364743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,4,4,9,2.8,1,2.30278165119406,1.00084741364743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,4,5,9,2.8,1,2.30278165119406,1.00084741364743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,4,6,9,2.8,1,2.30278165119406,1.00084741364743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,4,8,9,2.8,1,2.30278165119406,1.00084741364743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,5,3,11,1.8,1,3.24844459389667,1.00127043167677,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,5,4,11,1.8,1,3.24844459389667,1.00127043167677,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,5,5,11,1.8,1,3.24844459389667,1.00127043167677,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,5,6,11,1.8,1,3.24844459389667,1.00127043167677,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.2,5,8,11,1.8,1,3.24844459389667,1.00127043167677,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,1.5,3,4,5,1,1.20465122628254,1.00034465478407,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,1.5,4,4,5,1,1.20465122628254,1.00034465478407,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,1.5,5,4,5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,1.5,6,4,5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,1.5,8,4,5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2,3,5,4.5,1,1.46979878103105,1.00047520392133,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2,4,5,4.5,1,1.46979878103105,1.00047520392133,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2,5,5,4.5,1,1.46979878103105,1.00047520392133,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2,6,5,4.5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2,8,5,4.5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2.5,3,6,4,1,1.81147309777699,1.0006275842239,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2.5,4,6,4,1,1.81147309777699,1.0006275842239,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2.5,5,6,4,1,1.81147309777699,1.0006275842239,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2.5,6,6,4,1,1.81147309777699,1.0006275842239,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,2.5,8,6,4,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,3,3,7,3.5,1,2.20181229582862,1.00080181626114,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,3,4,7,3.5,1,2.20181229582862,1.00080181626114,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,3,5,7,3.5,1,2.20181229582862,1.00080181626114,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,3,6,7,3.5,1,2.20181229582862,1.00080181626114,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,3,8,7,3.5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,4,3,9,2.5,1,3.12833342518283,1.00121591728871,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,4,4,9,2.5,1,3.12833342518283,1.00121591728871,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,4,5,9,2.5,1,3.12833342518283,1.00121591728871,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,4,6,9,2.5,1,3.12833342518283,1.00121591728871,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,4,8,9,2.5,1,3.12833342518283,1.00121591728871,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,5,3,11,1.5,1,4.24905360797311,1.00171766944743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,5,4,11,1.5,1,4.24905360797311,1.00171766944743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,5,5,11,1.5,1,4.24905360797311,1.00171766944743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
